Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S292237383,Eastern Phoebe,Sayornis phoebe,17007,1,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-01-03,04:19 PM,eBird - Traveling Count,44,0,1.492,,2
S311655274,White-eyed Vireo,Vireo griseus,19165,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38 AM,eBird - Traveling Count,68,0,1.664,,2
S314516825,White-eyed Vireo,Vireo griseus,19165,X,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,02:45 PM,eBird - Traveling Count,61,0,1.752,,2
S314159734,White-eyed Vireo,Vireo griseus,19165,X,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,05:57 PM,eBird - Traveling Count,116,0,5.157,,2
S311655274,Blue-headed Vireo,Vireo solitarius,19226,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38 AM,eBird - Traveling Count,68,0,1.664,,2
S289207764,Steller's Jay,Cyanocitta stelleri,21274,2,US-WA,Clark,L3402877,Salmon Creek Greenway Trail,45.7122376,-122.6851518,2025-12-19,08:59 AM,eBird - Traveling Count,57,0,.799,,2
S300057008,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Bexar,L614722,San Pedro Springs Park (HOTE 094),29.4467731,-98.5014868,2026-02-13,10:57 AM,eBird - Traveling Count,32,0,1.035,,2
S292777369,Blue Jay,Cyanocitta cristata,21294,1,US-TX,Harris,L52026897,Aria Signs (private),29.926009,-95.368466,2026-01-06,09:22 AM,eBird - Casual Observation,,0,,,1
S292237383,Blue Jay,Cyanocitta cristata,21294,3,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-01-03,04:19 PM,eBird - Traveling Count,44,0,1.492,,2
S307364174,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Harris,L54503706,Fall Creek Sports Complex,29.924665,-95.239595,2026-03-08,02:34 PM,eBird - Traveling Count,10,0,.172,,2
S269094797,Blue Jay,Cyanocitta cristata,21294,8,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-08-23,06:22 PM,eBird - Traveling Count,27,0,.74,,2
S279245275,Blue Jay,Cyanocitta cristata,21294,2,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-13,06:30 PM,eBird - Traveling Count,24,0,.942,,1,,,New spot by the creek. Maybe visit earlier.
S281477423,Blue Jay,Cyanocitta cristata,21294,5,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2025-10-26,09:24 AM,eBird - Traveling Count,51,0,1.767,,2
S292398274,Blue Jay,Cyanocitta cristata,21294,6,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-01-04,10:49 AM,eBird - Traveling Count,1,0,.056,,2
S298682402,Blue Jay,Cyanocitta cristata,21294,1,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-02-07,12:05 PM,eBird - Traveling Count,66,0,3.567,,2
S312570745,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-23,06:35 PM,eBird - Traveling Count,60,0,1.609,,1
S312854498,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Harris,L51937682,Fall Creek Subdivision,29.932926,-95.277139,2026-03-24,06:13 PM,eBird - Traveling Count,65,0,2.38,,1
S268666709,Blue Jay,Cyanocitta cristata,21294,3,US-TX,Harris,L51840759,Home (private),29.932839,-95.277147,2025-08-21,06:35 PM,eBird - Stationary Count,7,1,,,1,,"Very bright blue, vocal, and curious"
S309883569,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-15,11:22 AM,eBird - Traveling Count,21,0,.491,,2
S311655274,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Harris,L128996,Jesse H. Jones County Park (UTC 038),30.024,-95.295,2026-03-21,10:38 AM,eBird - Traveling Count,68,0,1.664,,2
S314516825,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Montgomery,L1425418,San Jacinto R. at I-45 (Montgomery Co.),30.248339,-95.4584877,2026-03-29,02:45 PM,eBird - Traveling Count,61,0,1.752,,2
S314159734,Blue Jay,Cyanocitta cristata,21294,X,US-TX,Montgomery,L129118,W.G. Jones State Forest (UTC 036),30.235563,-95.4852676,2026-03-28,05:57 PM,eBird - Traveling Count,116,0,5.157,,2
